titre_normalise,frequence
incident sol pieton avion,1
tractage sans contact,1
collision aviaire a l'atterrissage moteur n°1 - sans degat,1
presence fod,1
fod fuite gasoil sur gse,1
passagers en etat d'ebriete et menacants,1
fod - fuite hydraulique avion 8m2,1
passager indiscipline,1
anomalie majeur sur la cloture a bron,1
suspicion d'engin explosif a bord aeronef,1
push long impossible,1
panne mosquito secu 5,1
comportement personnels tiers pendant avitaillement,1
baisse pression hydraulique b737 a l'atterrissage,1
dommage avion,1
refus priorite avion par vehicule hubsafe et camion chantier,1
gse genant sur parking avion,1
choc avion avec vehicule phmr - non avere a lys,1
baisse np sslia en np7 iso np9 - sans impact sur le trafic,1
mauvais placement avion cause par loader mal stationne,1
incursion piste a330 corsair,1
erreur cheminement avion,1
balisage travaux deplace par le vent,1
feux hs sur croix de saint-andre 17r,1
balisage travaux manquant,1
charlatte oneten charge sur chargeur avia,1
materiel avp stationnes sur zone materiel gimas,1
j37 utilise pendant hub afr,1
conflit roulage aire de trafic,1
gestion des postes avion du satellite,1
fod - gravier sur parking,1
excursion de taxiway - balisage endommagee,1
erreur de loadsheet et verification chargement,1
fod - vis dans train atterrissage,1
co activite desorganisee,1
fumee a bord a l'atterrissage,1
baisse np sslia en np5 iso np9,1
fod - debordement avgas,1
collision aviaire a l'atterrissage,1
collision aviaire a l'atterrissage 17l,1
fod - fuite hydraulique loader - 2m2,1
presence indesirable dans la zec,1
collision gse/passerelle,1
trace de sang sur radome a l'arrivee de nuit,1
voie essencier encombree,1
retour parking avion suite malaise passager,1
passagers indisciplines et insultant - paxi a l'embarquement,1
materiels en stationnement genant,1
presence d' aep dans le psi,1
personnel navigant indiscipline - paxi,1
placement avitailleur genant,1
non-respect des regles de circulation,1
incursion zec par nayak pendant repoussage,1
collision vehicule pmr avec plot beton - aire de trafic,1
collision help aeronef,1
t1 altercation,1
passager indiscipline - paxi a l'embarquement,1
faute au mesure de surete,1
baisse np sslia en np5 iso np7 avec impact sur le trafic,1
fod - debris de verre aire de trafic,1
atterrissage avec probleme train,1
fod fuite kerosene - 2m2,1
loquets de verrouillage entre position uld non armes,1
incursion vehicule paf durant repoussage,1
rupture etancheite portail acces h2,1
rupture etancheite ligne frontiere - cloture oaci decoupee,1
rupture etancheite ligne frontiere - portail parif 17,1
intrusion cp pax - porte uggis 11361 arrivee t1b,1
probleme de train a l'atterrissage - etat d'alerte,1
choc avion par gse,1
rupture etancheite vol night stop - porte arriere ouverte,1
taux zero suite absence de donnees meteo a la twr,1
incident barre de tractage lors du repoussage,1
vehicules depassant de leur zone de stationnement,1
collision aviaire - acceleration arret,1
fod aeronautique sur piste 17l/35r,1
paxi - passager forcant le passage pour monter a bord d'un aeronef,1
paxi - passagers indisciplines arrivee eju4434/lis,1
incident hft2,1
paxi - passager violent et insultant en porte d'embarquement,1
illumination laser en finale piste 34,1
fod sur accotement piste 17l/35r,1
collision aviaire 35l avec dommage avion,1
utilisation d'appareils electroniques dans le psi,1
mauvaise utilisation des parkings vehicule,1
incursion vehicule avitaillement pendant repoussage,1
incident de repoussage sn3588 dimanche 24 avril 2022,1
pilote vise par laser,1
intrusion cp,1
refus de priorite vehicule sur avion au roulage,1
passagers indisciplines (paxi) - cp,1
positionnement petrolier genant,1
etat d'alerte - probleme train d'atterrissage,1
effacement double ligne parkings juliet,1
fod - deversement glycol > 5m2,1
"gse mal stationnes, empietent sur voies de circulation ou zones non autorisees",1
dangerosite trappe 400hz j31,1
quasi collision charlatte gsf/passerelle,1
collision passerelle avec materiel assistance en escale non range,1
dysfonctionnement de l'ecran mto + vigie,1
suspicion d'avarie sur train d'atterrissage,1
feu dans apu a300,1
erreur check in dgr,1
projection de glycol par vent fort,1
"probleme technique avion, retour terrain - probleme pressurisation",1
objet metallique tranchant depassant de la chaussee,1
quasi collision avion avec vehicule gimap,1
rupture etancheite ligne frontiere - portail p17,1
atterrissage avec probleme moteur avion,1
collision gse avec aeronef au parking,1
collision aviaire decollage 17r zone a,1
collision aviaire atterrissage 17l - zone a,1
embarquement et envol pax sur mauvais avion (melange flux),1
fod le long de tango,1
"baisse np sslia en np7 suite incendie au fret, sans impact sur le trafic",1
baisse np sslia en np7 suite deroutement avec impact operationnel,1
laser a l'approche,1
intrusion,1
voies de degagement encombrees,1
uld damaged and torned,1
window on the pic side totally cracked,1
accident aeronautique - avion pose sans sa roulette de nez,1
gpu plug protective of the aircraft damaged,1
repoussages non-conformes,1
retour terrain - vibrations moteur,1
fod - liquide degivrage avion (vols night stop),1
fod - liquide degivrage avion,1
retour oiseaux dans apu avion (espece protegee),1
rupture etancheite ligne frontiere - volet bagages ouvert,1
fuite gasoil en e15,1
passagers indisciplines (paxi) - overbooking,1
passagers indisciplines (paxi) - a bord aeronef,1
passagers indisciplines (paxi) - politique bagage,1
dangerosite infrastructure galerie t2,1
incursion vehicule lors du repoussage,1
crevaison pneu avion a l'arrivee,1
intrusion pax cp,1
intrusion pax via ugis du t2,1
chute pax - aire de trafic glissante,1
fod - fuite kerosene <10l,1
"incursion bus pax en zec, avant fin de securisation",1
observation objet pyrotechnique a l'approche 35r,1
panne push sur taxiway tb,1
refus de placement avitailleur suite contamination parking avion,1
fod - fuite kerosene 100m2,1
egouttures de glycol au visage,1
rcherche d'un bagage suspect,1
t2,1
fuite push en c83,1
fod deversement tinette sur parking m42,1
dysfonctionnement grf,1
fod sur taxiway a3,1
quasi collision avion avec vehicule de piste,1
plainte pilote liee au grf,1
"decollage d'un aeronef qfu 34, prevu qfu 16",1
passerelle b63 en defaut,1
embarquement bus sur un poste avion non adapte,1
avion deroute sur lys avec probleme de volet,1
plan de chargement arrivee errone,1
baisse de niveau sslia en np7,1
depart de feu sur un loader en b81,1
"collision aviaire, phase non connue",1
probleme degagement de securite avitailleurs,1
incursion avion sur piste avec conflit,1
circulation non autorisee en zec,1
erreur chargement uld au depart de lys,1
ecrasement cable 400hz lors de la manipulation passerelle,1
chute d'un passager dans les escalators,1
fod - fuite carburant d'une gse sur parking avion,1
deroutement sur lys cause piste mouillee a lyn,1
depart de feu local fret adl,1
dommage connecteur vidange toilette fhmli,1
panne vehicule sur voie de circulation avion,1
"porte de cabine ouverte par crew, en l'absence d'escabeau",1
2 pag unloaded due to poor packaging,1
porte de soute mal fermee a l'arrivee a lys,1
collision forklift avion lors du chargement cargo,1
filet cargo mal attache a l'arrivee,1
mauvaise comprehension concernant le process de degivrage,1
coactivite compliquee entre l'avitailleur et le handler,1
passager indisciplines (paxi),1
dommage sur une porte de soute cargo,1
probleme de degivrage avions,1
uld stationnes sur vca,1
incendie vehicule push,1
baisse np7 en np5 avec impact ops n-1,1
fod gravillons vers k52,1
porte de soute mal fermee,1
placement dangereux en c43 entrainant un probleme de co-activite,1
"poignee de soute vrac hors non deverrouillee, hors de son logement",1
fod sur aire de manoeuvre - b4,1
fod - sur parking avion,1
dysfonctionnement sslia - baisse np incendie,1
fod aire de trafic,1
rupture fusible barre pendant repoussage,1
qrf suite securite de train non retiree,1
incursion vehicule gsf lors du placement,1
remplissage poubelle fod avec poubelle compagnie aerienne,1
intrusion pax en zpnla via flip flow btv,1
fod sur aire de trafic (poubelle compagnie,1
vehicule genant,1
cable soute arriere sectionne,1
fod - baches plastique,1
fod - fuite hydraulique avion,1
fod - deversement produit,1
loquets de verrouillage en soute mal positionnes,1
loquets de verrouillage entre position uld mal releves,1
refus de priorite par vehicule pendant repoussage,1
"circulation dans la zone evolution passerelle, passerelle en mouvement",1
fod aire november,1
panne borne visa,1
repoussage partiel avion sur aire de manœuvre sans autorisation flyco / twr,1
remplissage poubelle fod avec poubelles compagnie aerienne,1
incursion charlatte lors du placement,1
poubelle abandonnee cote piste,1
panne lecteur cab,1
ecran deporte,1
atterrissage capot moteur ouvert,1
fod - bouchon reservoir,1
acceleration arret suite collision aviaire,1
fod - bris de verre sur parking avion,1
porte cargo endommagee,1
fod - deversement produit type skyrol 8m2,1
defaut passerelle b93,1
baisse np7 en np5 avec impact ops np-2,1
deploiement accidentel toboggan porte 1l,1
interruption repoussage suite refus de priorite par tracteurs,1
fod sur parking d43,1
stationnement vehicule en zec,1
"stationnement vehicule phmr genant, en porte p",1
immobilisation avion sur taxiway suite refus de priorite par vehicule,1
fod aire de trafic sur r3,1
fod aire de trafic sur r2,1
fod aire de trafic sur tn3,1
escabeau deplace par le vent,1
erreur sur la loadsheet,1
fod fuite hydraulique sur b81,1
panne voie 2 p17,1
absence d’eclairage au arret p5,1
fod recurrents,1
panne biometrie,1
poubelle abandonnee au parking avion,1
rupture etancheite ligne frontiere - tentative intrusion pax cp,1
odeur de brule a bord avion a l'atterrissage - etat d'alerte,1
intrusion pax cote piste par volet tapis bagages,1
intrusion pax par le volet vba 059 tapis 8,1
panne eds,1
coupure electrique a lyn suite dysfonctionnement transformateur edf,1
remise de gaz - probleme de volets - etat d'alerte,1
volet ouvert vba 10,1
fod proche d'e11,1
panne portail,1
materiel gse avp sur zone ops t2,1
portail 18,1
barriere entre vl,1
intrusion pax cote piste - aire de trafic,1
bagage abandonne,1
fod - aire de trafic,1
fod sur voie de circulation avion t3,1
avion immobilise sur piste 34,1
incursion pietons air de manoeuvre,1
probleme train atterrissage - etat d'alerte,1
baisse np7 en np5 avec impact ops en np-1,1
"baisse de np7 en np5, avec impact operationnel en np - 1",1
rupture etancheite ligne frontiere - volet 17.1 vba010,1
fod - deversement kerosene d21,1
enrobe taxiway abime,1
erreur communication repoussage par la twr,1
rupture etancheite ligne frontiere - volet vba062 t2,1
collision aviaire zone a,1
probleme technique b777f qatar,1
rupture etancheite ligne frontiere - volet 17.1 vba012,1
baisse de np en np5,1
fof - piece metallique sur piste,1
erreur communication point de parking par la twr,1
panne ctx 9000,1
inondation trappe 400hz b14,1
inondation trappe 400hz b12,1
porte pe 5084 non verrouillee,1
rupture etancheite ligne frontiere - porte pe 5084 non verrouillee,1
"baisse np7 sslia en np5, avec impact ops np-2",1
panne ifbs t2,1
manquement surete concernant la paf,1
panne rx,1
panne lecteur biometrie,1
fod - poubelles abandonnees en d61,1
fod sur n31.,1
fod sur a24,1
co-pilote avec cigarette electronique au nez de l'avion,1
fod - poubelles abandonnees en d21,1
chien sur l'aire de mouvement,1
regulateur balisage hs,1
fod - poubelle abandonnee,1
depart d'urgence impossible suite a une mauvaise procedure d'exploitation,1
fod - fuite hydraulique d'un loader en c81,1
etat de veille - train non verrouille,1
etat d'alerte lyn - probleme sortie de train,1
baisse de niveau de protection sslia de np7 a np5,1
passage d'un vehicule derriere appareil beacons allumes,1
refus de priorite d'un vehicule sur avion au repoussage,1
collision aviaire 35r en phase de roulage,1
